,Search term,Keyword,Similarity Score,Keyword vs Account Similarity,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match,Added/Excluded
8522,new roof leaks in heavy rain,house roof repair,0.5186735987663269,0.47221970558166504,0,0,1,2
8523,synthetic thatch roofing,roofers near me,0.4212120771408081,0.5242380499839783,1,0,0,2
8524,ridgeline roofing,roofing contractor service,0.5293062925338745,0.6157366037368774,0,0,1,1
8525,best roofing companies in colorado springs,residential roofing contractor,0.5355671644210815,0.6929968595504761,1,0,0,2
8526,oklahoma contractors,residential roofing contractor,0.5056815147399902,0.5715166330337524,1,0,0,2
8527,rosie's roofing and restoration,roof installation company,0.6521569490432739,0.7116717100143433,1,0,0,2
8528,roofers near,roof repair free estimate,0.4889317452907562,0.7219812273979187,1,0,0,2
8529,exceptional roofing,roof installation company,0.6383074522018433,0.7170116901397705,0,0,1,2
8530,how much to replace shingles on roof,home roof replacement,0.599918007850647,0.5508691072463989,0,0,1,2
8531,does insurance pay for roof replacement,roofing payment plans,0.5428333282470703,0.6110245585441589,1,0,0,2
8532,roof repairs tulsa,roof repair near me,0.7151287794113159,0.7149533033370972,0,0,1,2
8533,roof pros plus,home roof replacement,0.5675956010818481,0.7379735708236694,1,0,0,2
8534,top 100 roofing contractors 2021,+best +roofing +contractor,0.7233025431632996,0.7518935203552246,0,0,1,2
8535,roof repairs tulsa,roof repair,0.7576984763145447,0.7149533033370972,0,0,1,2
8536,roof company,roofers near me,0.7405761480331421,0.9307469725608826,0,1,0,2
8537,best rated roofing companies near me,roofing company near me,0.8705657720565796,0.7784404158592224,0,1,0,2
8538,ceiling damage after roof replacement,damaged roof repair,0.7565634250640869,0.5423752665519714,0,0,1,2
8539,red line roofing,roofing contractor service,0.5101644992828369,0.6049531102180481,0,0,1,2
8540,allstate roofing albuquerque,roof repair service,0.5964576005935669,0.7113480567932129,0,0,1,1
8541,broken arrow ok roofing companies,local residential roofers,0.7400923371315002,0.7643009424209595,0,0,1,2
8542,premier systems roofing,residential roofing company,0.682839035987854,0.7053631544113159,1,0,0,2
8543,cambridge shingles,roofing company in my area,0.3646262288093567,0.3942263424396515,1,0,0,2
8544,al's roofing company,+roofing +company +service,0.7357584238052368,0.8177502751350403,0,0,1,2
8545,latinos en roofing,roofing company service,0.5471795797348022,0.6452846527099609,0,0,1,2
8546,roofing bartlesville,+roofing +company +service,0.5863194465637207,0.6738925576210022,0,0,1,2
8547,martinez roofing,licensed roofing company,0.6276293992996216,0.7130686640739441,0,0,1,2
8548,roof maintenance tulsa,+roof +repair +company,0.6600357294082642,0.7105616331100464,0,0,1,2
8549,roofing companies in moore ok,+roof +replacement +company,0.5363736748695374,0.7262698411941528,0,0,1,2
8550,axon roofing,home roofing contractor,0.4702840149402618,0.554662823677063,0,0,1,2
8551,when to replace roof,house roof replacement,0.7065581679344177,0.6736925840377808,0,0,1,2
8552,montoya roofing,+roofing +contractor +service,0.5623940825462341,0.6588895320892334,0,0,1,1
8553,roof over,home roof replacement,0.4508683383464813,0.6138309240341187,1,0,0,2
8554,roofing companies broken arrow,residential roofing company,0.7017082571983337,0.7280668020248413,1,0,0,2
8555,roofing contractor in tulsa,roofing companies near me,0.6318812370300293,0.7450202107429504,0,0,1,2
8556,residential roofing broken arrow ok,residential roofing contractor,0.5719993114471436,0.6819581389427185,0,0,1,2
8557,ceiling leak repair,roof repair near me,0.3886068165302276,0.4138049781322479,1,0,0,2
8558,tamko roof shingles,roofing company in my area,0.5103989243507385,0.5676028728485107,1,0,0,2
8559,how much does it cost to replace a roof on a 1100 square foot house,+house +roof +replacement,0.6539117097854614,0.5932391881942749,0,0,1,2
8560,benchmark roofing,residential roofing contractor,0.537548303604126,0.623741865158081,1,0,0,2
8561,independent roofers near me,roofers near me,0.8108710050582886,0.802533745765686,0,0,1,2
8562,exterior contractors,roofing companies near me,0.5053044557571411,0.7370621562004089,1,0,0,2
8563,pryor roofing company,+roofing +company +service,0.6984819173812866,0.7808513045310974,0,0,1,2
8564,nts roofing,roofers near me,0.5660301446914673,0.6586686372756958,1,0,0,2
8565,10 arrows roofing,roofing company service,0.4786567091941833,0.581034243106842,0,0,1,2
8566,aaron roofing,residential roofing company,0.454119861125946,0.5397552847862244,0,0,1,2
8567,best roofing companies in phoenix,roof replacement company,0.6837815046310425,0.702999472618103,0,0,1,2
8568,nickel roofing,roofing company service,0.4134584367275238,0.7053946256637573,0,0,1,2
8569,xcel roofing,roof installation company,0.628203272819519,0.6351494193077087,1,0,0,2
8570,atwood roofing,roofing company service,0.6209096312522888,0.70124351978302,0,0,1,2
8571,building contractors near me,residential roofing contractor,0.6426631212234497,0.7382594347000122,1,0,0,2
8572,roofing coweta,roofing contractor in coweta,0.7353254556655884,0.6127282381057739,0,1,0,2
8573,best roofer near me,roofers near me,0.7605957984924316,0.7793290615081787,0,1,0,2
8574,travis roofing company,roofing company in my area,0.820203423500061,0.8178703784942627,0,0,1,2
8575,gaf elk prestique shingles,residential roofing company,0.3243011236190796,0.3940635323524475,1,0,0,2
8576,roofers in oklahoma,good roofing company,0.6657127141952515,0.7519495487213135,0,0,1,2
8577,repair shingles roof,damaged roof repair,0.7538468837738037,0.6674710512161255,0,0,1,2
8578,hail damage on roof shingles,hail damage to shingles,0.916144847869873,0.5761221647262573,0,1,0,2
8579,m & r roofing,roofing company in my area,0.7185949087142944,0.7644195556640625,1,0,0,2
8580,roofing companies tulsa ok,roofing company service,0.7453086972236633,0.7747750282287598,0,0,1,2
8581,roofing network service providers,roof repair company,0.5391896367073059,0.5691769123077393,0,0,1,2
8582,mason tulsa,roofing contractor in tulsa,0.4575390815734863,0.25677406787872314,1,0,0,2
8583,bbb roofing,roof repair service,0.615818977355957,0.7333757877349854,0,0,1,2
8584,arrow roofing services,+roofing +company +service,0.754214882850647,0.7707849740982056,0,0,1,2
8585,best roofing company near me,roofer contractor,0.5896732211112976,0.8314758539199829,0,1,0,2
8586,gdf roofing,roofing company service,0.5373001098632812,0.5931708812713623,0,0,1,2
8587,roofing right,residential roofing company,0.6110966801643372,0.7381716966629028,1,0,0,2
8588,roof it right,roof repair company,0.5136772394180298,0.62638258934021,1,0,0,2
8589,rofing,home roofing,0.2441269904375076,0.25930652022361755,0,1,0,2
8590,residential roofing services,+house +roofing +service,0.7502658367156982,0.8291741609573364,0,1,0,2
8591,grace roofing,roofing companies near me,0.7172812223434448,0.7588603496551514,1,0,0,2
8592,standing seam roof installers near me,roofing company in my area,0.6722301244735718,0.7563706040382385,0,0,1,2
8593,how much does it cost to replace a tile roof on a $2500 square foot house,+house +roof +replacement,0.5845022201538086,0.5439099073410034,1,0,0,2
8594,chase roofing,roofing companies near me,0.6817703247070312,0.7274265885353088,1,0,0,2
8595,skyler roofing,home roofing contractor,0.6800839304924011,0.7513433694839478,0,0,1,2
8596,home care roofing specialist,roof repair services,0.7254987955093384,0.7933902740478516,1,0,0,2
8597,roofmax,residential roofing company,0.6525826454162598,0.6879242658615112,1,0,0,2
8598,craig roofing,roofing companies near me,0.5910756587982178,0.6987261176109314,1,0,0,2
8599,cost of new roof on 2500 sq ft house,house roof replacement,0.6121789216995239,0.5649667978286743,0,0,1,2
8600,cost of a new roof 2022,home roof replacement,0.5377287268638611,0.5553157329559326,0,0,1,2
8601,authentic roofing company,roofing companies near me,0.8017258644104004,0.8300535678863525,0,0,1,2
8602,hercules roofing,residential roofing company,0.619914174079895,0.6913548111915588,1,0,0,2
8603,richie roofing,roofing contractor company,0.5604968070983887,0.6640488505363464,0,0,1,2
8604,storm roofers,residential roofing company,0.6601763367652893,0.7609195709228516,1,0,0,2
8605,gaf contractors,gaf roofing contractor,0.7873647212982178,0.5490272641181946,0,1,0,2
8606,jordan desbien,roofing contractor in tulsa,0.1594364941120147,0.11878842115402222,1,0,0,2
8607,roofers in northwest arkansas,+roof +repair +contractor,0.6206461191177368,0.7331891059875488,0,0,1,2
8608,roofing companies in tulsa,roofing contractor in my area,0.6508094072341919,0.7505784034729004,0,0,1,2
8609,water in ceiling,damaged roof repair,0.2719905078411102,0.30808645486831665,1,0,0,2
8610,standing seam roofing,roofers near me,0.5413669943809509,0.8628416061401367,1,0,0,2
8611,certainteed shingles,home roof replacement,0.3195355534553528,0.43828314542770386,1,0,0,1
8612,at roofing and construction,roof installation company,0.5745418071746826,0.7351433038711548,1,0,0,2
8613,roofing companies local,residential roofing company,0.8108506202697754,0.8661971092224121,1,0,0,2
8614,roof estimates near me,roofing companies near me,0.6678962707519531,0.7886511087417603,1,0,0,2
8615,da vinci roofing,residential roofing contractor,0.5789442658424377,0.6851279735565186,0,0,1,2
8616,whitlock roofing,residential roofing contractor,0.5313202142715454,0.6421590447425842,1,0,0,1
8617,roofing repair contractors tulsa,roof repair contractor tulsa,0.9749993681907654,0.7359651327133179,0,1,0,2
8618,paul davis roofing,roofing company service,0.5964783430099487,0.7152101397514343,0,0,1,2
8619,roofing companies mcalester ok,roofing in mcalester,0.8218903541564941,0.7556549906730652,0,1,0,2
8620,shingle roof installation,new roof installation,0.7505577206611633,0.5695450305938721,0,0,1,2
8621,conklin roofing systems,roofing company in my area,0.5798048973083496,0.6181966066360474,1,0,0,2
8622,residential roof replacement cost,house roof replacement,0.7363033294677734,0.6532313227653503,0,0,1,2
8623,nbr roofing,roof installation company,0.6104151010513306,0.6470147371292114,1,0,0,2
8624,roofing claremore,roofers in claremore ok,0.7081373929977417,0.5782248973846436,0,1,0,2
8625,avco roofing,residential roofing company,0.6496462821960449,0.7321658134460449,1,0,0,2
8626,roofing companies near me,roofing companies near me,1.0,0.8833282589912415,0,1,0,0
8627,roofmax com,roof repair company,0.7920258045196533,0.8027135133743286,0,0,1,2
8628,roof company near me,residential roofing contractor,0.6909052729606628,0.8824601173400879,1,0,0,2
8629,broken arrow ok roof repair,roofing in broken arrow,0.7859892249107361,0.6685531139373779,0,1,0,2
8630,roofing company tulsa,roof repair service tulsa,0.9112725257873536,0.8019634485244751,0,1,0,2
8631,reroofing,residential roofing contractor,0.2648859620094299,0.4704468548297882,1,0,0,2
8632,roofing solutions,residential roofing contractor,0.5877394676208496,0.6718104481697083,1,0,0,2
8633,roofershire,+roof +replacement +company,0.49376380443573,0.6892925500869751,0,0,1,2
8634,pensacola roofers,roofing companies near me,0.607974112033844,0.6858596801757812,0,0,1,2
8635,roofer near me,roof repair services,0.6346231698989868,0.7835197448730469,0,1,0,2
8636,asphalt shingle installation,roofing companies near me,0.3776390552520752,0.44717851281166077,1,0,0,2
8637,roofing replacement tulsa,home roof replacement,0.7306598424911499,0.7359089255332947,0,0,1,2
8638,a roofing company,local roofing contractor,0.7908652424812317,0.943233847618103,0,1,0,2
8639,roofing companies in my area,home roofers,0.7451745271682739,0.8750147223472595,0,1,0,2
8640,roofing broken arrow,good roofing company,0.4475716948509216,0.5506563186645508,0,0,1,2
8641,back to new roofing,roof repair near me,0.6399080753326416,0.7483826875686646,1,0,0,2
8642,how old should a roof be when buying a house,home roof replacement,0.6031520366668701,0.5375914573669434,1,0,0,2
8643,butler roofing,residential roofing company,0.6368315815925598,0.7324870228767395,1,0,0,1
8644,i need a new roof and have no money,roofing companies near me,0.6530147790908813,0.701962947845459,1,0,0,2
8645,roofing contractors tulsa,new roof installation,0.4879438281059265,0.7696030735969543,0,0,1,2
8646,fix a roof,roofers near me,0.615348219871521,0.8389074802398682,1,0,0,2
8647,home guard construction,home roofing contractor,0.5473929643630981,0.513015866279602,1,0,0,2
8648,who fix sunroofs near me,roof repair near me,0.5463510751724243,0.5219749212265015,1,0,0,2
8649,roofing inspection near me,roof repair near me,0.7730090618133545,0.6742224097251892,1,0,0,2
8650,rro roofing,roof installation company,0.6098371744155884,0.626844048500061,1,0,0,2
8651,roofer claremore,roof repair specialist,0.5860411524772644,0.6092333793640137,0,0,1,2
8652,calculate roofing cost,residential roofing company,0.5226750373840332,0.7423398494720459,1,0,0,2
8653,certainteed highland slate shingles,home roofing contractor,0.4310244917869568,0.5018173456192017,1,0,0,2
8654,estimate to replace roof,roof installation company,0.5431541204452515,0.7064774036407471,1,0,0,2
8655,soffit board repair,home roof replacement,0.3894961476325989,0.37616854906082153,1,0,0,2
8656,residential roofers tulsa,roofing in tulsa ok,0.8980460166931152,0.7528121471405029,0,1,0,2
8657,roofing closing,residential roofing company,0.5609235167503357,0.634078323841095,1,0,0,2
8658,brisbane roofing,roof repair company,0.6040458679199219,0.6988770961761475,1,0,0,2
8659,tulsa roofing,roofing company in tulsa,0.8708344101905823,0.7422924041748047,0,1,0,2
8660,pro edge ridge cap,home roofing contractor,0.1993930041790008,0.2638351321220398,1,0,0,2
8661,jenks ok roofing,residential roofing company,0.6063355207443237,0.6960873007774353,0,0,1,2
8662,roofing company tulsa oklahoma,top roofing company,0.7645183205604553,0.822217583656311,0,0,1,2
8663,shes roofing,residential roofing company,0.5220351219177246,0.6180686354637146,1,0,0,2
8664,ttown roofing,residential roofing company,0.6440165638923645,0.7330951690673828,1,0,0,1
8665,roofing repair tulsa,roof repair company tulsa,0.8843902349472046,0.7376997470855713,0,1,0,2
8666,roofers tulsa,best roof installers,0.584749698638916,0.7313355207443237,0,0,1,2
8667,ondura installation,home roof installation,0.2198308408260345,0.13687671720981598,0,0,1,2
8668,roofing maintenance,roof repair,0.8091647028923035,0.7392717599868774,0,1,0,2
8669,executive roof services,+roofing +company +service,0.7991449236869812,0.8212498426437378,0,0,1,1
8670,hardworking roofing and construction,residential roofing contractor,0.7035830616950989,0.7673614621162415,0,0,1,2
8671,roofing companies in oklahoma,roofing company in my area,0.7948430776596069,0.7518278956413269,0,0,1,2
8672,northwest roofing company,residential roofing company,0.780234694480896,0.8112093806266785,1,0,0,2
8673,how much does it cost to put a new roof on a house,new house roofing,0.722784161567688,0.5379763245582581,0,0,1,2
8674,roco roofing,local roofer,0.640605628490448,0.6933007836341858,0,0,1,2
8675,t w construction,residential roofing company,0.3284655511379242,0.4698554277420044,1,0,0,2
8676,repair roof hole,roof repair,0.6910765171051025,0.5762657523155212,0,0,1,2
8677,bloyer roofing,roofing company service,0.6121221780776978,0.6760240793228149,0,0,1,2
