,Search term,Keyword,Added/Excluded,Similarity Score,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match
2025,rocky ridge roofing,commercial roof repair,2,0.6593259572982788,0,0,1
2026,flat top roofers,flat roofing contractor,2,0.8339948058128357,0,1,0
2027,roof rubber,rubber roofers,2,0.8005049228668213,0,0,1
2028,abs roofing,commercial roofing company,1,0.474401593208313,0,0,1
2029,commercial roofing sand springs,commercial roof repair,2,0.6285678148269653,0,0,1
2030,roofing services in your location,commercial roofing contractor,2,0.6915016174316406,1,0,0
2031,tahlequah roofing contractor,commercial roofing contractor,2,0.7231679558753967,0,0,1
2032,industrial and commercial roofing,commercial roofing company,2,0.784489631652832,0,0,1
2033,roof quotes near me,commercial roofing contractors near me,2,0.5251622200012207,1,0,0
2034,commercial roofing repair tulsa,commercial roofing tulsa,2,0.9372619986534119,0,1,0
2035,roofing company in tulsa ok,commercial roofing tulsa,2,0.8148690462112427,0,1,0
2036,tamko roofing,commercial roofing contractor,2,0.5107356905937195,1,0,0
2037,duro last roofing,commercial roofing company,2,0.5287485122680664,1,0,0
2038,goodyear rubber roofing,rubber roofers,2,0.7392032146453857,0,0,1
2039,roofing company coweta,commercial roofing company,2,0.7507745027542114,0,0,1
2040,tulsa commercial roofing companies,commercial roofing contractor,2,0.6615793704986572,0,0,1
2041,talon commercial services,commercial roofing contractors near me,2,0.4665706157684326,1,0,0
2042,gaf commercial,commercial flat roof replacement,2,0.08276577293872833,1,0,0
2043,edpm roof,commercial flat roof replacement,2,0.4502449631690979,1,0,0
2044,tulsa roofing company,commercial roofing tulsa,2,0.8407888412475586,1,0,0
2045,asphalt roll roofing,commercial flat roof replacement,2,0.5360026955604553,1,0,0
2046,roofing contractor tulsa ok,commercial roofing tulsa,2,0.8435156345367432,1,0,0
2047,roofers ponca city,commercial roofing ponca city,2,0.8811396956443787,0,1,0
2048,muskogee roofing companies,commercial roofing muskogee,2,0.8762433528900146,1,0,0
2049,jenks roofing,commercial roofing jenks,1,0.9095849990844727,0,1,0
2050,renew roof,commercial roofing contractor,2,0.5120203495025635,1,0,0
2051,roofing company broken arrow ok,flat roofing broken arrow,2,0.675295352935791,0,1,0
2052,5 roof,commercial roofing company,2,0.5458057522773743,1,0,0
2053,best commercial roofing broken arrow,commercial roof repair,2,0.7514225244522095,0,0,1
2054,commercial roofing company in tulsa,+commercial +roofing +company,2,0.7134520411491394,0,0,1
2055,flat roof maintenance,flat roof maintenance,2,1.000000238418579,0,1,0
2056,pro's choice roofing,commercial roof repair company,2,0.5972094535827637,1,0,0
2057,roofing contractors broken arrow,commercial roofer broken arrow,2,0.9244954586029053,0,1,0
2058,commercial roofing companies,+commercial +roofing +company,2,0.82183438539505,0,1,0
2059,rubber roof install,rubber roofers,2,0.6823029518127441,0,0,1
2060,roofing jenks,commercial roofing jenks,2,0.9192385077476501,0,1,0
2061,commercial roofing contractors near me,commercial roofing company,2,0.8274321556091309,0,1,0
2062,a flat roof will usually have what installed,flat roof installation,2,0.819430410861969,0,0,1
2063,epdm flat roof,EPDM roofing,2,0.8495957255363464,0,1,0
2064,rubber roofing contractors near me,rubber roofers,0,0.7429984211921692,0,0,1
2065,rubber roof inspection,rubber roofers,2,0.6712478995323181,0,0,1
2066,roofing a flat roof,flat roofing,2,0.9374411702156067,0,1,0
2067,best commercial roofing broken arrow,commercial roofer broken arrow,2,0.758041501045227,0,1,0
2068,pcv roof,commercial roofing contractor,2,0.4603877663612366,1,0,0
2069,rubber roofing rolls,rubber roofers,2,0.7480540871620178,0,0,1
2070,fix flat roof ponding,flat roof repair,2,0.6250330209732056,0,0,1
2071,roof repair bixby,commercial roof repair,2,0.7874914407730103,1,0,0
2072,solar tube skylight installation,skylight installation,2,0.6786481142044067,0,0,1
2073,cost to put in a skylight,skylight installation,2,0.6216729879379272,0,0,1
2074,bellingham skylight replacement,skylight replacement,2,0.867682158946991,0,0,1
2075,bubble skylight replacement,skylight replacement,2,0.828812301158905,0,0,1
2076,cost of skylight replacement,skylight replacement,2,0.7683961391448975,0,0,1
2077,velux skylight dome replacement,skylight replacement,2,0.7245973348617554,0,0,1
2078,skylight replacement domes,skylight replacement,2,0.7684726119041443,0,0,1
2079,skylight replacements,skylight replacement,2,0.959385871887207,0,1,0
2080,skylight installation tulsa ok,skylight installation,2,0.824862003326416,0,0,1
2081,skylight installers in my area,skylight company,2,0.6842762231826782,0,0,1
2082,cost of adding skylight to house,skylight installation,2,0.5703073740005493,0,0,1
2083,cost to install sky light,skylight installers,2,0.6246434450149536,0,0,1
2084,skylight company,skylight company,0,1.0,0,1,0
2085,replace bubble skylight,skylight replacement,2,0.7901928424835205,0,0,1
2086,led replacement for t12 fluorescent tubes,light tube replacement,2,0.6742590665817261,0,0,1
2087,replace fluorescent bulbs,light tube replacement,2,0.5108846426010132,0,0,1
2088,how much to install a skylight,skylight installation,2,0.6773424744606018,0,0,1
2089,skylight near me,skylight installation near me,2,0.7762633562088013,0,1,0
2090,epdm rubber roofing contractor guides & manuals,EPDM roofers,2,0.7552447319030762,0,0,1
2091,tulsa roof company,commercial roofing tulsa,2,0.8454684019088745,0,1,0
2092,roofing contractors in tulsa ok,commercial roofing tulsa,2,0.8239612579345703,0,1,0
2093,roof company,commercial roofing contractor,2,0.7089412212371826,1,0,0
2094,flat roof repair tulsa ok,flat roof repair,2,0.8682453632354736,0,0,1
2095,roofing repair contractors tulsa,commercial roofing tulsa,2,0.8363631963729858,1,0,0
2096,owasso roofing company,commercial roofing owasso,2,0.831068754196167,0,1,0
2097,waterproofing contractors tulsa ok,commercial roofing tulsa,2,0.6277753710746765,1,0,0
2098,flat roof builder,flat roofing company,2,0.7973978519439697,0,1,0
2099,roofing insurance company,commercial roofing company,2,0.8060880899429321,1,0,0
2100,sand springs roofing contractor,commercial roofing contractor,2,0.7056976556777954,0,0,1
2101,thermoplastic roofing,commercial flat roof replacement,2,0.5275827050209045,1,0,0
2102,epdm roofing adhesive,EPDM roofers,2,0.7447177171707153,0,0,1
2103,paipas para roofing,commercial roofing contractor,2,0.5988341569900513,1,0,0
2104,commercial roofing contractors near me,commercial roofing contractor,2,0.8315144777297974,0,1,0
2105,tulsa roof repairs,commercial roofing tulsa,2,0.8248041868209839,1,0,0
2106,roofer in jenks,commercial roofing jenks,2,0.8136824369430542,0,1,0
2107,tpo commercial roof,commercial roofing contractor,2,0.6122304201126099,1,0,0
2108,firefighters roofing,commercial roofing contractor,2,0.5215992331504822,1,0,0
2109,top roofing companies near me,commercial roofing tulsa,2,0.6735245585441589,1,0,0
2110,rubber roof,rubber roofers,1,0.8256247043609619,0,0,1
2111,hitech roofing,commercial roofing contractor,1,0.5751768350601196,1,0,0
2112,flat roof leak repair near me,flat roof repair,2,0.771302342414856,0,0,1
2113,roofing aupply,commercial roofing contractor,2,0.6045210957527161,1,0,0
2114,ondura roofing,commercial roofing contractor,1,0.5748522877693176,1,0,0
2115,roofers tulsa oklahoma,commercial roofing tulsa,2,0.8200785517692566,0,1,0
2116,commercial roofing tulsa,commercial roofing tulsa,0,1.0,0,1,0
2117,rubber roof tiles,commercial flat roof replacement,2,0.4106563329696655,1,0,0
2118,commercial roofing contractors near me,industrial roofing contractor,2,0.7630404233932495,0,1,0
2119,roofing companies tulsa ok,commercial roofers tulsa OK,2,0.9187746047973633,0,1,0
2120,tulsa roofing contractor,commercial roofing tulsa,2,0.8215411901473999,1,0,0
2121,best roofing companies in tulsa,commercial roofing contractor,2,0.5202087163925171,1,0,0
2122,affordable roof maintenance,commercial roofing contractor,2,0.5492267608642578,1,0,0
2123,roofing tulsa ok,commercial roofing tulsa,2,0.9211307764053345,0,1,0
2124,ccc roofing,commercial roofing contractor,2,0.6454240083694458,1,0,0
2125,commercial roofing lincoln county,commercial roofing contractor,2,0.6860125064849854,0,0,1
2126,roofing companies near me free estimates,commercial roofers near me,2,0.6515378952026367,1,0,0
2127,broken arrow ok roofing companies,industrial roofing company,2,0.6827507019042969,0,0,1
2128,commercial roofers near me,industrial roofing near me,2,0.8394894599914551,0,1,0
2129,epdm rubber roofing cost per square,EPDM roofers,2,0.6655462980270386,0,0,1
2130,rubber roof liner,commercial roofing contractor,2,0.3684448003768921,1,0,0
2131,flat roof specialist near me,flat roofing company,0,0.8214805126190186,0,1,0
2132,flat roof installers,flat roof Installers,0,1.0,0,1,0
2133,epdm roof,EPDM roofers,2,0.8875365853309631,0,1,0
2134,commercial roofing tulsa ok,commercial roofing tulsa OK,0,1.0000001192092896,0,1,0
2135,flat roof leak repair,flat roof leak repair,2,1.0000001192092896,0,1,0
2136,commercial pvc roofing,commercial roofing contractor,2,0.6134135127067566,1,0,0
2137,commercial roofing indiana,+commercial +roofing +company,2,0.6930850744247437,0,0,1
2138,roof repair commercial,flat roof repair,2,0.4841356873512268,1,0,0
2139,commercial flat roofing contractors near me,commercial flat roof replacement,2,0.6472211480140686,1,0,0
2140,tulsa best roofing contractors,commercial roofers tulsa OK,2,0.8501359224319458,0,1,0
2141,archer roofing,commercial roofing contractor,2,0.5504382848739624,1,0,0
2142,roofing company owasso ok,commercial roof repair company,2,0.6658402681350708,0,0,1
2143,clay roofing tiles near me,commercial roof repair,1,0.48041021823883057,1,0,0
2144,standing seam metal roof,commercial roof repair company,2,0.48228591680526733,1,0,0
2145,tulsa commercial roofing,industrial roofing company,2,0.7096366882324219,0,0,1
2146,flat roof repair mesh,flat roof repair,2,0.8026931285858154,0,0,1
2147,roofs flat,flat roofing,2,0.856956422328949,0,1,0
2148,roofing companies broken arrow ok,flat roofing broken arrow,2,0.6895004510879517,0,1,0
2149,commercial roof repairs,industrial roof repair,2,0.901760458946228,0,1,0
2150,new roof,commercial roofing contractor,2,0.5197853446006775,1,0,0
2151,roofing contractor in tulsa,commercial roofing tulsa,2,0.8012597560882568,0,1,0
2152,single ply membrane roof cost,commercial flat roof replacement,2,0.4712803363800049,1,0,0
2153,ladder now llc,commercial roofing contractors near me,2,0.38212448358535767,1,0,0
2154,commercial metal roofers,commercial roofing company,2,0.7341299057006836,0,0,1
2155,modified bitumen roof cost,bitumen roofers,2,0.6567921042442322,0,0,1
2156,rubber roof systems,rubber roofers,2,0.7914130687713623,0,0,1
2157,roof replacement near me,commercial roofing tulsa,2,0.58897864818573,1,0,0
2158,rubberized roofing,rubber roofers,2,0.8067175149917603,0,0,1
2159,tulsa commercial roofing,commercial roof repair specialist,2,0.6541829109191895,0,0,1
2160,local roof repair,commercial roofing contractor,2,0.632758617401123,1,0,0
2161,commercial and industrial roofing company,commercial roof repair company,2,0.9109301567077637,0,1,0
2162,best commercial roofing contractors,+commercial +roofing +company,2,0.721324622631073,0,0,1
2163,mule hide roofing,commercial flat roof replacement,2,0.4438633322715759,1,0,0
2164,insulation for outside of house,attic insulation service,2,0.5006094574928284,1,0,0
2165,a & j insulation,attic insulation service,2,0.5720816850662231,0,0,1
2166,blow in insulation cost,blown in attic insulation,1,0.5710123777389526,0,0,1
2167,attic experts near me,attic insulation service,2,0.6536732912063599,1,0,0
2168,should you insulate attic roof rafters,attic roof insulation,2,0.6902959942817688,0,0,1
2169,cellulose board insulation,cellulose home insulation,2,0.8577564358711243,0,0,1
2170,glencoe insulation,attic insulation service,2,0.5743475556373596,1,0,0
2171,attic blown in insulation,blow in insulation,2,0.6898337602615356,0,1,0
2172,koala insulation tulsa,attic insulation service,1,0.45326152443885803,1,0,0
2173,top side coverings llc,commercial roofing company,2,0.5298805236816406,1,0,0
2174,commercial roofing contractors near me,commercial roofing contractor,2,0.8315144777297974,0,1,0
2175,roofer tulsa,commercial roofing tulsa,2,0.8447259664535522,1,0,0
2176,exceptional roofing,commercial roof repair,2,0.693511962890625,1,0,0
2177,epdm roofing,EPDM roofers,0,0.9209096431732178,0,1,0
2178,emergency roof repair near me,commercial roofing contractor,2,0.5446373224258423,1,0,0
2179,roof tpo,commercial flat roof replacement,2,0.5294853448867798,1,0,0
2180,commercial roofing bixby,commercial roofing bixby,0,1.0000001192092896,0,1,0
2181,bryer company,commercial roofing company,2,0.49425166845321655,1,0,0
2182,��k��z roof optimum,commercial roofing contractor,2,0.46696680784225464,1,0,0
2183,best roofing companies in tulsa,commercial roofing company tulsa OK,2,0.8367423415184021,0,1,0
2184,j and s roofing,commercial roofing contractor,2,0.5756819248199463,1,0,0
2185,driller roofing tulsa,commercial roofing tulsa,1,0.8247911930084229,0,0,1
2186,tulsa commercial roofing,commercial roofing tulsa,2,0.9850338697433472,0,1,0
2187,tek industries roofing,industrial roofing company,2,0.708916187286377,0,0,1
2188,main roof,commercial roofing contractor,2,0.5172431468963623,1,0,0
2189,commercial roofing contractors near me,commercial roofing contractor,2,0.8315144777297974,0,0,1
2190,dk haney roofing,commercial roofing contractor,2,0.5415148138999939,1,0,0
2191,affordable roofers near me,commercial roofing tulsa,2,0.6246601939201355,1,0,0
2192,commercial roofing companies tulsa,commercial roofing tulsa,2,0.9193418622016907,0,1,0
2193,local roofing companies,commercial roofing contractors near me,2,0.8271937966346741,1,0,0
2194,roofers in my area,commercial roofers near me,2,0.8875483870506287,1,0,0
2195,roofers skiatook ok,commercial roofing skiatook,2,0.7704431414604187,0,1,0
2196,hartman roofing amarillo,commercial roofing contractor,2,0.5292465686798096,0,0,1
2197,roofing tulsa ok,commercial roofing tulsa,2,0.9211307764053345,1,0,0
2198,cornerstone roof,commercial roofing company,2,0.575102686882019,0,0,1
2199,find best commercial roofing tulsa,commercial roofing tulsa,2,0.9232658743858337,0,0,1
2200,rsg roofing,commercial roofing contractor,2,0.5632904767990112,1,0,0
2201,cci roofing,commercial roof repair,2,0.7000596523284912,0,0,1
2202,stillwater roofing companies,commercial roofing stillwater,2,0.8839142322540283,0,1,0
2203,roof installation,commercial roofing contractor,2,0.5703989863395691,1,0,0
2204,roofing construction,commercial roofing contractor,2,0.7250989675521851,1,0,0
2205,flat roof leak repair,flat roof repair,2,0.8252547979354858,0,0,1
2206,epdm roofing installation,EPDM roofers,2,0.8442848920822144,0,0,1
2207,jared roofing,industrial roofing company,2,0.42551136016845703,0,0,1
2208,tulsa commercial roofing company,commercial roofing company tulsa OK,2,0.9697028398513794,0,1,0
2209,mcroof,commercial roofing contractor,2,0.080021932721138,1,0,0
2210,tulsa ok roofing companies,commercial roofing tulsa,2,0.8583858013153076,1,0,0
